Address,Type,Datetime,Latitude,Longitude
1112 4th Ave,Auto Fire Alarm,2025 Jul 27 09:07:00 PM,47.606881,-122.333635
5th Ave / Pine St,Rubbish Fire,2025 Jul 27 08:35:00 PM,47.611672,-122.336484
1509 Broadway,Rubbish Fire,2025 Jul 27 06:06:00 PM,47.614171,-122.320782
4330 Little Canoe Channel Ne,Auto Fire Alarm,2025 Jul 27 05:54:00 PM,47.659672,-122.304982
111 Ne 45th St,Car Fire,2025 Jul 27 05:53:00 PM,47.661359,-122.328148
College Way N / N 92nd St,Illegal Burn,2025 Jul 27 05:42:00 PM,47.695952,-122.335024
35th Ave Ne / Ne 105th St,Illegal Burn,2025 Jul 27 05:34:00 PM,47.704785,-122.290875
204 3rd Ave S,Fire in Building,2025 Jul 27 05:18:00 PM,47.600843,-122.330271
12718 1st Ave Ne,Illegal Burn,2025 Jul 27 04:51:00 PM,47.721336,-122.328943
9309 Aurora Ave N,Auto Fire Alarm,2025 Jul 27 04:31:00 PM,47.696419,-122.344592
4918 9th Ave Nw,Illegal Burn,2025 Jul 27 03:10:00 PM,47.664498,-122.36861
East Marginal Way S / S Spokane St,Illegal Burn,2025 Jul 27 03:02:00 PM,47.571328,-122.339668
401 Lenora St,Auto Fire Alarm,2025 Jul 27 02:39:00 PM,47.613838,-122.341324
Sb I5 At Mercer,Car Fire Freeway,2025 Jul 27 02:32:00 PM,47.622727,-122.328659
Ne 145th St / 23rd Pl Ne,Brush Fire,2025 Jul 27 02:02:00 PM,47.733863,-122.304899
1700 17th Ave,Auto Fire Alarm,2025 Jul 27 11:56:00 AM,47.616443,-122.310151
2570 29th Ave S,Auto Fire Alarm,2025 Jul 27 11:25:00 AM,47.579788,-122.295179
925 Seneca St,Auto Fire Alarm,2025 Jul 27 11:00:00 AM,47.609955,-122.328383
5500 S Juniper St,Illegal Burn,2025 Jul 27 10:04:00 AM,47.495573,-122.264268
5520 Ravenna Ave Ne,Rubbish Fire,2025 Jul 27 09:57:00 AM,47.668836,-122.303914
35th Ave Ne / Ne 105th St,Illegal Burn,2025 Jul 27 08:34:00 AM,47.704785,-122.290875
37th Ave S / Martin Luther King Jr Way S,Illegal Burn,2025 Jul 27 08:04:00 AM,47.548079,-122.286443
5TH AVE NE / NE 103RD ST,Brush Fire,2025 Jul 27 06:45:00 AM,47.70314,-122.323148
5th Ave Ne / Ne 103rd St,Rubbish Fire,2025 Jul 27 06:38:00 AM,47.70314,-122.323148
6901 West Marginal Way Sw,Auto Fire Alarm,2025 Jul 27 05:51:00 AM,47.540351,-122.342178
9841 63rd Ave S,Brush Fire,2025 Jul 27 04:04:00 AM,47.512996,-122.254682
5th Ave S / S Holgate St,Brush Fire,2025 Jul 27 03:55:00 AM,47.586175,-122.327541
1000 1st Ave,Auto Fire Alarm,2025 Jul 27 03:47:00 AM,47.604695,-122.336238
2543 Rainier Ave S,Brush Fire,2025 Jul 27 03:23:00 AM,47.58061,-122.299874
Detroit Ave Sw / Sw Kenyon St,Illegal Burn,2025 Jul 27 02:23:00 AM,47.532051,-122.337545
9021 17th Ave Sw,Illegal Burn,2025 Jul 27 01:30:00 AM,47.522673,-122.356451
2401 S Jackson St,Auto Fire Alarm,2025 Jul 27 01:25:00 AM,47.599288,-122.301125
1000 Occidental Ave S,Auto Fire Alarm,2025 Jul 26 11:46:00 PM,47.594137,-122.333268
8th Ave S / S King St,Rubbish Fire,2025 Jul 26 11:45:00 PM,47.598348,-122.322448
2716 Alki Ave Sw,Illegal Burn,2025 Jul 26 10:32:00 PM,47.579253,-122.410209
1911 22nd Ave S,Auto Fire Alarm,2025 Jul 26 10:15:00 PM,47.586234,-122.304237
3100 Airport Way S,Rubbish Fire,2025 Jul 26 10:07:00 PM,47.576894,-122.3214
2202 E Olive St,Auto Fire Alarm,2025 Jul 26 09:36:00 PM,47.61711,-122.303597
12046 40th Ave Ne,Fire in Building,2025 Jul 26 09:26:00 PM,47.715824,-122.285274
1500 6th Ave,Auto Fire Alarm,2025 Jul 26 09:25:00 PM,47.611142,-122.334464
1500 6th Ave,Auto Fire Alarm,2025 Jul 26 09:25:00 PM,47.611142,-122.334464
420 Boylston Ave E,Auto Fire Alarm,2025 Jul 26 08:59:00 PM,47.62222,-122.323073
Highland Park Way Sw / West Marginal Way S,Brush Fire,2025 Jul 26 08:57:00 PM,47.538315,-122.334445
6400 15th Ave Nw,Auto Fire Alarm,2025 Jul 26 08:48:00 PM,47.675279,-122.376211
4544 7th Ave Ne,Auto Fire Alarm,2025 Jul 26 07:23:00 PM,47.662004,-122.320724
409 8th Ave S,Auto Fire Alarm,2025 Jul 26 06:34:00 PM,47.599109,-122.322445
5902 Lake Washington Blvd S,Auto Fire Alarm,2025 Jul 26 05:50:00 PM,47.550605,-122.258063
509 3rd Ave,Auto Fire Alarm,2025 Jul 26 05:45:00 PM,47.602114,-122.330809
2519 1st Ave,Auto Fire Alarm,2025 Jul 26 05:43:00 PM,47.614798,-122.348918
9th Ave Ne / Ne 40th St,Bark Fire,2025 Jul 26 04:37:00 PM,47.655727,-122.31881
14027 Lake City Way Ne,Auto Fire Alarm,2025 Jul 26 02:13:00 PM,47.730274,-122.292316
520 Terry Ave,Auto Fire Alarm,2025 Jul 26 01:37:00 PM,47.605443,-122.323115
10507 Aurora Ave N,Auto Fire Alarm,2025 Jul 26 01:31:00 PM,47.705096,-122.344695
704 Terry Ave,Auto Fire Alarm,2025 Jul 26 01:30:00 PM,47.606755,-122.324314
509 3rd Ave,Auto Fire Alarm,2025 Jul 26 12:44:00 PM,47.602114,-122.330809
6512 12th Ave Nw,Rubbish Fire,2025 Jul 26 12:13:00 PM,47.676064,-122.371953
8124 Rainier Ave S,Auto Fire Alarm,2025 Jul 26 12:12:00 PM,47.53025,-122.269989
1006 Spring St,Auto Fire Alarm,2025 Jul 26 11:44:00 AM,47.609615,-122.326834
520 Terry Ave,Auto Fire Alarm,2025 Jul 26 10:12:00 AM,47.605443,-122.323115
4750 15th Ave Ne,Bark Fire,2025 Jul 26 10:11:00 AM,47.663381,-122.311961
2510 Western Ave,Auto Fire Alarm,2025 Jul 26 09:46:00 AM,47.614082,-122.349692
655 Nw 85th St,Illegal Burn,2025 Jul 26 08:23:00 AM,47.690644,-122.364049
215 20th Ave E,Auto Fire Alarm,2025 Jul 26 08:23:00 AM,47.6201,-122.306053
6711 MARY AVE NW,Bark Fire,2025 Jul 26 08:12:00 AM,47.677866,-122.376166
2460 4th Ave S,Bark Fire,2025 Jul 26 07:32:00 AM,47.581476,-122.329055
2006 19th Ave S,Fire in Building,2025 Jul 26 07:31:00 AM,47.585453,-122.308152
Ne 40th St / Ne Lincoln Way,Brush Fire,2025 Jul 26 07:22:00 AM,47.6554,-122.317328
8301 Aurora Ave N,Illegal Burn,2025 Jul 26 06:40:00 AM,47.689113,-122.344514
2510 WESTERN AVE,Auto Fire Alarm,2025 Jul 26 06:18:00 AM,47.614082,-122.349692
Elliott Way / Lenora St,Brush Fire,2025 Jul 26 03:56:00 AM,47.610695,-122.345389
4536 Brooklyn Ave Ne,Rubbish Fire,2025 Jul 26 03:24:00 AM,47.661599,-122.314278
15TH AVE W SB TO DRAVUS / W DRAVUS ST,Rubbish Fire,2025 Jul 26 02:54:00 AM,47.648473,-122.376759
NB I5 FR 50,Fire Response Freeway,2025 Jul 26 02:16:00 AM,47.665491,-122.320699
12527 Roosevelt Way Ne,Auto Fire Alarm,2025 Jul 26 02:03:00 AM,47.719782,-122.318216
Eb I90 At Midspan,Car Fire Freeway,2025 Jul 26 01:41:00 AM,47.589561,-122.268347
521 S Weller St,Auto Fire Alarm,2025 Jul 26 12:59:00 AM,47.597517,-122.327395
900 S Jackson St,Rubbish Fire,2025 Jul 26 12:10:00 AM,47.599191,-122.321025
Sb I5 Fr 50,Illegal Burn,2025 Jul 25 11:07:00 PM,47.661199,-122.322412
100 4th Ave N,Auto Fire Alarm,2025 Jul 25 10:52:00 PM,47.618576,-122.348925
805 4th Ave N,Auto Fire Alarm,2025 Jul 25 10:50:00 PM,47.626322,-122.348863
2001 Westlake Ave N,Illegal Burn,2025 Jul 25 10:26:00 PM,47.636555,-122.341022
Nb I5 At Lake City,Rubbish Fire,2025 Jul 25 10:20:00 PM,47.67769,-122.320387
1722 Summit Ave,Dumpster Fire,2025 Jul 25 09:31:00 PM,47.616642,-122.325547
1800 S Jackson St,Fire in Building,2025 Jul 25 08:02:00 PM,47.599239,-122.308968
4233 48th Ave S,Brush Fire,2025 Jul 25 07:41:00 PM,47.565118,-122.273244
4745 9th Ave Ne,Rubbish Fire,2025 Jul 25 06:19:00 PM,47.663521,-122.318394
Lake City Way Ne / Ne 125th St,Dumpster Fire,2025 Jul 25 04:16:00 PM,47.719279,-122.295233
2061 15th Ave W,Auto Fire Alarm,2025 Jul 25 02:53:00 PM,47.637743,-122.376156
22nd Ave / E Madison St,Rubbish Fire,2025 Jul 25 02:29:00 PM,47.618086,-122.304159
1535 6th Ave S,Brush Fire,2025 Jul 25 01:18:00 PM,47.58959,-122.325969
12527 Roosevelt Way Ne,Auto Fire Alarm,2025 Jul 25 12:44:00 PM,47.719782,-122.318216
9818 5th Ave Ne,Auto Fire Alarm,2025 Jul 25 12:09:00 PM,47.700495,-122.323118
19th Ave E / E Thomas St,Rubbish Fire,2025 Jul 25 11:42:00 AM,47.620487,-122.30735
3rd Ave S / S Jackson St,Dumpster Fire,2025 Jul 25 10:06:00 AM,47.599199,-122.330276
200 2nd Ave N,Auto Fire Alarm,2025 Jul 25 09:44:00 AM,47.619759,-122.35283
1315 Ne Campus Pkwy,Auto Fire Alarm,2025 Jul 25 09:39:00 AM,47.655998,-122.31426
924 N 143rd St,Auto Fire Alarm,2025 Jul 25 08:02:00 AM,47.732314,-122.346635
4525 S Cloverdale St,Auto Fire Alarm,2025 Jul 25 07:48:00 AM,47.526119,-122.275337
909 28th Ave S,Fire in Building,2025 Jul 25 06:47:00 AM,47.594439,-122.296576
2211 Elliott Ave,Auto Fire Alarm,2025 Jul 25 06:05:00 AM,47.611726,-122.347036
4th Ave N / Florentia St,Rubbish Fire,2025 Jul 25 05:43:00 AM,47.64688,-122.349754
6620 Roosevelt Way Ne,Rubbish Fire,2025 Jul 25 05:35:00 AM,47.676695,-122.317375
5th Ave N / Republican St,Rubbish Fire,2025 Jul 25 05:08:00 AM,47.623243,-122.347583
1145 Broadway,Auto Fire Alarm,2025 Jul 25 04:52:00 AM,47.611511,-122.32076
335 Stewart St,Dumpster Fire,2025 Jul 25 04:40:00 AM,47.611867,-122.339285
505 Ne 70th St,Auto Fire Alarm,2025 Jul 25 03:56:00 AM,47.679478,-122.322726
116 Stewart St,Auto Fire Alarm,2025 Jul 25 03:36:00 AM,47.610387,-122.341198
509 3rd Ave,Auto Fire Alarm,2025 Jul 25 02:21:00 AM,47.602114,-122.330809
4435 35th Ave Sw,Auto Fire Alarm,2025 Jul 25 02:12:00 AM,47.563869,-122.376191
Rainier Ave S / S Bush Pl,Car Fire,2025 Jul 25 12:50:00 AM,47.59235,-122.308833
1020 E Denny Way,Auto Fire Alarm,2025 Jul 25 12:46:00 AM,47.618751,-122.319254
ELLIOTT BAY TRL / W THOMAS ST OVERPASS,Brush Fire,2025 Jul 24 10:32:00 PM,47.61945,-122.360983
4618 Corliss Ave N,Auto Fire Alarm,2025 Jul 24 10:08:00 PM,47.662722,-122.331344
1807 13th Ave S,Auto Fire Alarm,2025 Jul 24 09:16:00 PM,47.586714,-122.315981
N 92nd St / College Way N,Rubbish Fire,2025 Jul 24 08:48:00 PM,47.695952,-122.335024
S Royal Brougham Way / 4th Ave S,Brush Fire,2025 Jul 24 08:33:00 PM,47.592394,-122.329049
201 S JACKSON ST,Rubbish Fire,2025 Jul 24 08:23:00 PM,47.599201,-122.331566
18th Ave / E Olive St,Rubbish Fire,2025 Jul 24 06:20:00 PM,47.616439,-122.308845
2121 26th Ave S,Auto Fire Alarm,2025 Jul 24 06:03:00 PM,47.584234,-122.299024
S JACKSON ST / 22ND AVE S,Bark Fire,2025 Jul 24 04:27:00 PM,47.599275,-122.303285
2212 S Jackson St,Bark Fire,2025 Jul 24 04:24:00 PM,47.599276,-122.303156
420 Boylston Ave E,Auto Fire Alarm,2025 Jul 24 03:26:00 PM,47.62222,-122.323073
3rd Ave / Columbia St,Rubbish Fire,2025 Jul 24 03:16:00 PM,47.604197,-122.332714
9309 Aurora Ave N,Bark Fire,2025 Jul 24 03:00:00 PM,47.696419,-122.344592
1211 E Alder St,Auto Fire Alarm,2025 Jul 24 01:59:00 PM,47.60419,-122.316781
6504 9TH AVE NW,Illegal Burn,2025 Jul 24 01:48:00 PM,47.675988,-122.368707
901 E Roanoke St,Car Fire,2025 Jul 24 12:48:00 PM,47.643193,-122.320945
815 E Edgar St,Auto Fire Alarm,2025 Jul 24 12:43:00 PM,47.644488,-122.321914
24th Ave S / S Walker St,Bark Fire,2025 Jul 24 12:32:00 PM,47.583655,-122.301642
7930 Rainier Ave S,Auto Fire Alarm,2025 Jul 24 11:29:00 AM,47.530717,-122.269989
717 Dexter Ave N,Bark Fire,2025 Jul 24 11:27:00 AM,47.625543,-122.342341
100 W Roy St,Auto Fire Alarm,2025 Jul 24 10:46:00 AM,47.625718,-122.358009
1501 17th Ave,Auto Fire Alarm,2025 Jul 24 09:49:00 AM,47.614106,-122.310161
4831 35th Ave Sw,Auto Fire Alarm,2025 Jul 24 08:42:00 AM,47.558988,-122.376234
6322 65th Ave Ne,Brush Fire,2025 Jul 24 08:00:00 AM,47.674821,-122.258173
105 5th Ave S,Fire in Building,2025 Jul 24 07:05:00 AM,47.601643,-122.327656
6505 Ne 65th St,Brush Fire,2025 Jul 24 06:31:00 AM,47.675803,-122.257986
4069 Spokane Ln Ne,Rubbish Fire,2025 Jul 24 05:04:00 AM,47.656288,-122.308075
S Weller St / 12th Ave S,Rubbish Fire,2025 Jul 24 04:01:00 AM,47.5975,-122.317227
905 20th Ave,FIREWATCH,2025 Jul 24 03:56:00 AM,47.610372,-122.3063
2024 3rd Ave,Auto Fire Alarm,2025 Jul 24 03:31:00 AM,47.612578,-122.341197
105 5th Ave S,Auto Fire Alarm,2025 Jul 24 03:30:00 AM,47.601643,-122.327656
905 20th Ave,Fire in Building,2025 Jul 24 01:29:00 AM,47.610372,-122.3063
905 20th Ave,Fire in Building,2025 Jul 24 01:20:00 AM,47.610372,-122.3063
509 3rd Ave,Auto Fire Alarm,2025 Jul 24 01:12:00 AM,47.602114,-122.330809
1411 4th Ave,Auto Fire Alarm,2025 Jul 24 12:47:00 AM,47.609322,-122.335868
1635 11th Ave,Illegal Burn,2025 Jul 24 12:28:00 AM,47.615659,-122.318166
424 Belmont Ave E,Auto Fire Alarm,2025 Jul 23 10:02:00 PM,47.62226,-122.324026
708 6th Ave N,Auto Fire Alarm,2025 Jul 23 08:58:00 PM,47.625474,-122.344953
500 17th Ave,Auto Fire Alarm,2025 Jul 23 08:11:00 PM,47.606176,-122.310249
E Howell St / E Olive Way,Dumpster Fire,2025 Jul 23 08:06:00 PM,47.617736,-122.326254
1811 Eastlake Ave,Auto Fire Alarm,2025 Jul 23 07:57:00 PM,47.618002,-122.329182
500 Belmont Ave E,Auto Fire Alarm,2025 Jul 23 07:51:00 PM,47.623141,-122.324031
2810 S Mcclellan St,Auto Fire Alarm,2025 Jul 23 07:09:00 PM,47.578347,-122.296085
415 S Cloverdale St,Auto Fire Alarm,2025 Jul 23 06:59:00 PM,47.526484,-122.329308
2706 Broadway E,Auto Fire Alarm,2025 Jul 23 06:59:00 PM,47.644592,-122.320849
NE 45TH ST / MONTLAKE BLVD NE,Illegal Burn,2025 Jul 23 06:38:00 PM,47.661088,-122.298342
100 6th Ave S,Auto Fire Alarm,2025 Jul 23 06:28:00 PM,47.60171,-122.326351
2371 Franklin Ave E,Auto Fire Alarm,2025 Jul 23 06:16:00 PM,47.640549,-122.324667
2901 Western Ave,Brush Fire,2025 Jul 23 06:14:00 PM,47.616253,-122.353366
206 Western Ave W,Illegal Burn,2025 Jul 23 06:13:00 PM,47.620037,-122.359786
24th Ave Nw / Nw 59th St,Illegal Burn,2025 Jul 23 06:00:00 PM,47.671645,-122.387587
12035 AURORA AVE N,Illegal Burn,2025 Jul 23 02:45:00 PM,47.716786,-122.344889
115 13th Ave,Auto Fire Alarm,2025 Jul 23 01:44:00 PM,47.601978,-122.314928
524 6th Ave W,Auto Fire Alarm,2025 Jul 23 12:50:00 PM,47.624262,-122.364513
5th Ave S / S Cloverdale St,Car Fire,2025 Jul 23 12:43:00 PM,47.526481,-122.328199
5902 22nd Ave Nw,Bark Fire,2025 Jul 23 12:38:00 PM,47.671647,-122.384742
14027 Lake City Way Ne,Auto Fire Alarm,2025 Jul 23 10:33:00 AM,47.730274,-122.292316
707 Terry Ave,Auto Fire Alarm,2025 Jul 23 09:37:00 AM,47.606777,-122.324334
1753 Nw 56th St,Auto Fire Alarm,2025 Jul 23 09:34:00 AM,47.669446,-122.37945
1108 E Spruce St,FIREWATCH,2025 Jul 23 08:45:00 AM,47.603517,-122.317995
1st Ave / Bell St,Illegal Burn,2025 Jul 23 08:10:00 AM,47.613375,-122.346513
S Walker St / Martin Luther King Jr Way S,Illegal Burn,2025 Jul 23 06:35:00 AM,47.583642,-122.298145
S Walker St / Martin Luther King Jr Way S,Illegal Burn,2025 Jul 23 06:25:00 AM,47.583642,-122.298145
3501 Rainier Ave S,Auto Fire Alarm,2025 Jul 23 06:14:00 AM,47.571853,-122.293193
1928 Harvard Ave E,Auto Fire Alarm,2025 Jul 23 06:11:00 AM,47.636126,-122.322409
24th Ave Nw / Nw 90th St,Brush Fire,2025 Jul 23 05:22:00 AM,47.694143,-122.387572
34th Ave Sw / Sw Barton St,Rubbish Fire,2025 Jul 23 05:11:00 AM,47.521064,-122.375403
1028 4TH AVE S,Brush Fire,2025 Jul 23 04:13:00 AM,47.594071,-122.32905
1108 E SPRUCE ST,Fire in Building,2025 Jul 23 03:57:00 AM,47.603517,-122.317995
171 12th Ave,Car Fire,2025 Jul 23 03:56:00 AM,47.603031,-122.316782
2301 LAKE WASHINGTON BLVD S,Fire in Building,2025 Jul 23 03:32:00 AM,47.582363,-122.286522
Minor Ave / Stewart St,Rubbish Fire,2025 Jul 23 03:29:00 AM,47.61761,-122.331859
509 3rd Ave,Auto Fire Alarm,2025 Jul 23 01:54:00 AM,47.602114,-122.330809
1811 Eastlake Ave,Auto Fire Alarm,2025 Jul 23 12:58:00 AM,47.618002,-122.329182
3227 Cheasty Blvd S,Rubbish Fire,2025 Jul 23 12:39:00 AM,47.574804,-122.299379
1102 15TH AVE,Rubbish Fire,2025 Jul 23 12:07:00 AM,47.611552,-122.312807
2617 S DELLA ST,Car Fire,2025 Jul 23 12:05:00 AM,47.572542,-122.298866
5500 Phinney Ave N,Auto Fire Alarm,2025 Jul 22 11:52:00 PM,47.668431,-122.35441
4041 Roosevelt Way Ne,Illegal Burn,2025 Jul 22 10:55:00 PM,47.656373,-122.317832
Federal Ave E / E Republican St,Illegal Burn,2025 Jul 22 09:56:00 PM,47.623122,-122.318856
Boylston Ave / E Pine St,Rubbish Fire,2025 Jul 22 09:53:00 PM,47.615231,-122.323415
15th Ave W Sb To Dravus / W Dravus St,Rubbish Fire,2025 Jul 22 09:19:00 PM,47.648473,-122.376759
Sw Avalon Way / Sw Orleans St,Rubbish Fire,2025 Jul 22 08:37:00 PM,47.570555,-122.370665
SW AVALON WAY / SW ORLEANS ST,Brush Fire,2025 Jul 22 08:35:00 PM,47.570555,-122.370665
Martin Luther King Jr Way S / S Walker St,Brush Fire,2025 Jul 22 08:29:00 PM,47.583642,-122.298145
110 Boren Ave N,Auto Fire Alarm,2025 Jul 22 08:29:00 PM,47.618632,-122.335875
15th Ave Ne / Ne 41st St,Brush Fire,2025 Jul 22 08:10:00 PM,47.65682,-122.31211
110 Boren Ave N,Auto Fire Alarm,2025 Jul 22 07:53:00 PM,47.618632,-122.335875
Federal Ave E / E Republican St,Illegal Burn,2025 Jul 22 07:42:00 PM,47.623122,-122.318856
4730 20th Ave Ne,Auto Fire Alarm,2025 Jul 22 07:40:00 PM,47.663249,-122.306516
555 16th Ave,Auto Fire Alarm,2025 Jul 22 07:05:00 PM,47.606687,-122.31155
Harvard Ave E / E Gwinn Pl,Brush Fire,2025 Jul 22 06:13:00 PM,47.647827,-122.322101
N 137th St / Aurora Ave N,Brush Fire,2025 Jul 22 06:08:00 PM,47.728678,-122.345037
4500 University Way Ne,Auto Fire Alarm,2025 Jul 22 05:15:00 PM,47.661269,-122.31313
7600 SAND POINT WAY NE,Auto Fire Alarm,2025 Jul 22 04:34:00 PM,47.683892,-122.263842
9061 Seward Park Ave S,Brush Fire,2025 Jul 22 02:13:00 PM,47.521679,-122.264284
522 N 85th St,Auto Fire Alarm,2025 Jul 22 02:08:00 PM,47.690586,-122.35232
28th Ave Nw / Nw 63rd St,Bark Fire,2025 Jul 22 01:42:00 PM,47.674457,-122.392985
9818 5th Ave Ne,Auto Fire Alarm,2025 Jul 22 01:38:00 PM,47.700495,-122.323118
244 Nw Market St,Car Fire,2025 Jul 22 01:11:00 PM,47.665572,-122.359997
1705 NE PACIFIC ST,Auto Fire Alarm,2025 Jul 22 01:09:00 PM,47.651545,-122.309599
2300 Elliott Ave,Auto Fire Alarm,2025 Jul 22 12:06:00 PM,47.612046,-122.348232
2209 1st Ave,Auto Fire Alarm,2025 Jul 22 11:28:00 AM,47.612669,-122.345319
Broadway / E Pike St,Rubbish Fire,2025 Jul 22 10:45:00 AM,47.614076,-122.32078
2209 1st Ave,Auto Fire Alarm,2025 Jul 22 09:54:00 AM,47.612669,-122.345319
,Dumpster Fire,2025 Jul 22 09:30:00 AM,,
1807 13th Ave S,Auto Fire Alarm,2025 Jul 22 08:59:00 AM,47.586714,-122.315981
8498 Seaview Pl Nw,Illegal Burn,2025 Jul 22 08:58:00 AM,47.69064,-122.401969
4735 East Marginal Way S,Brush Fire,2025 Jul 22 08:38:00 AM,47.560961,-122.339439
1223 Spring St,Auto Fire Alarm,2025 Jul 22 08:09:00 AM,47.610625,-122.32442
Rainier Ave S / S Massachusetts St,Rubbish Fire,2025 Jul 22 08:09:00 AM,47.588411,-122.305827
3301 W Dravus St,Auto Fire Alarm,2025 Jul 22 07:40:00 AM,47.648634,-122.399543
100 23rd Ave S,Bark Fire,2025 Jul 22 07:38:00 AM,47.601667,-122.302339
1221 Madison St,Bark Fire,2025 Jul 22 06:39:00 AM,47.609902,-122.323791
2510 Western Ave,Auto Fire Alarm,2025 Jul 22 05:34:00 AM,47.614082,-122.349692
4732 Brooklyn Ave Ne,Auto Fire Alarm,2025 Jul 22 05:00:00 AM,47.663288,-122.314235
401 Ne Northgate Way,Auto Fire Alarm,2025 Jul 22 02:54:00 AM,47.708603,-122.324575
1815 12th Ave,Auto Fire Alarm,2025 Jul 22 02:45:00 AM,47.617768,-122.316894
7932 Rainier Ave S,Auto Fire Alarm,2025 Jul 22 01:37:00 AM,47.531584,-122.269309
2121 6th Ave,Auto Fire Alarm,2025 Jul 22 12:12:00 AM,47.615317,-122.33988
6546 California Ave Sw,Rubbish Fire,2025 Jul 21 11:41:00 PM,47.544455,-122.38722
120 6th Ave S,Fire in Building,2025 Jul 21 11:20:00 PM,47.601539,-122.326352
RAINIER AVE S / S MCCLELLAN ST,Dumpster Fire,2025 Jul 21 10:57:00 PM,47.57835,-122.298151
1633 17th Ave,Auto Fire Alarm,2025 Jul 21 10:33:00 PM,47.615721,-122.310151
2715 25th Ave S,Illegal Burn,2025 Jul 21 09:19:00 PM,47.579039,-122.300283
5801 20th Ave Ne,Illegal Burn,2025 Jul 21 08:57:00 PM,47.670703,-122.306498
610 Harvard Ave E,Auto Fire Alarm,2025 Jul 21 08:45:00 PM,47.624349,-122.321989
159 S Jackson St,Auto Fire Alarm,2025 Jul 21 08:19:00 PM,47.599203,-122.332638
Martin Luther King Jr Way S / S Walker St,Brush Fire,2025 Jul 21 07:33:00 PM,47.583642,-122.298145
3429 45th Ave Sw,Auto Fire Alarm,2025 Jul 21 07:30:00 PM,47.573583,-122.389421
4528 44th Ave Sw,Bark Fire,2025 Jul 21 07:26:00 PM,47.562691,-122.388129
Rainier Ave S / S Bayview St,Rubbish Fire,2025 Jul 21 07:00:00 PM,47.580994,-122.300167
1505 E Harrison St,Auto Fire Alarm,2025 Jul 21 06:15:00 PM,47.622088,-122.312576
2209 1st Ave,Auto Fire Alarm,2025 Jul 21 06:12:00 PM,47.612669,-122.345319
3116 Ne 130th St,Auto Fire Alarm,2025 Jul 21 05:58:00 PM,47.722899,-122.294369
5947 California Ave Sw,Bark Fire,2025 Jul 21 05:29:00 PM,47.549433,-122.387116
3721 S DAKOTA ST,Fire in Building,2025 Jul 21 05:00:00 PM,47.56617,-122.28586
15th Ave E / E Harrison St,Illegal Burn,2025 Jul 21 04:43:00 PM,47.621947,-122.312644
3429 45th Ave Sw,Auto Fire Alarm,2025 Jul 21 04:37:00 PM,47.573583,-122.389421
11616 Aurora Ave N,Bark Fire,2025 Jul 21 03:30:00 PM,47.713757,-122.344836
525 25th Ave S,Auto Fire Alarm,2025 Jul 21 03:25:00 PM,47.597929,-122.299923
1253 S Jackson St,Auto Fire Alarm,2025 Jul 21 02:33:00 PM,47.599193,-122.316407
Texas Way / Illinois Ave,Brush Fire,2025 Jul 21 02:32:00 PM,47.664886,-122.410954
7514 11th Ave Sw,Car Fire,2025 Jul 21 02:11:00 PM,47.535399,-122.349241
2200 E Madison St,Auto Fire Alarm,2025 Jul 21 01:58:00 PM,47.61842,-122.30365
415 10th Ave,Auto Fire Alarm,2025 Jul 21 01:32:00 PM,47.605346,-122.319413
1619 Belmont Ave,Fire in Building,2025 Jul 21 01:25:00 PM,47.615431,-122.324476
411 12th Ave,Auto Fire Alarm,2025 Jul 21 01:13:00 PM,47.605567,-122.316781
1714 18th Ave,Auto Fire Alarm,2025 Jul 21 12:17:00 PM,47.616423,-122.308845
2301 Ne Blakeley St,Auto Fire Alarm,2025 Jul 21 12:13:00 PM,47.665561,-122.302416
4919 Woodlawn Ave N,Auto Fire Alarm,2025 Jul 21 11:52:00 AM,47.664428,-122.339132
6717 Roosevelt Way Ne,Auto Fire Alarm,2025 Jul 21 11:21:00 AM,47.677402,-122.317385
2700 Airport Way S,Auto Fire Alarm,2025 Jul 21 10:40:00 AM,47.579503,-122.321398
Terry Ave / James St,Bark Fire,2025 Jul 21 10:35:00 AM,47.606018,-122.323641
2310 S Lane St,Auto Fire Alarm,2025 Jul 21 10:17:00 AM,47.596477,-122.302118
1032 S Jackson St,Dumpster Fire,2025 Jul 21 10:13:00 AM,47.599184,-122.319249
4060 East Stevens Way Ne,Auto Fire Alarm,2025 Jul 21 08:56:00 AM,47.656732,-122.304799
1315 Ne Campus Pkwy,Auto Fire Alarm,2025 Jul 21 08:47:00 AM,47.655998,-122.31426
8314 Renton Ave S,Auto Fire Alarm,2025 Jul 21 08:37:00 AM,47.528904,-122.278081
223 W Galer St,Auto Fire Alarm,2025 Jul 21 08:30:00 AM,47.632321,-122.359809
1253 S Jackson St,Rubbish Fire,2025 Jul 21 07:45:00 AM,47.599193,-122.316407
303 10th Ave,Auto Fire Alarm,2025 Jul 21 07:29:00 AM,47.604377,-122.319411
4511 RAVENNA AVE NE,Brush Fire,2025 Jul 21 07:16:00 AM,47.661427,-122.302353
40th Ave Sw / Sw Barton St,Brush Fire,2025 Jul 21 07:10:00 AM,47.521031,-122.383195
6900 37th Ave S,Auto Fire Alarm,2025 Jul 21 07:10:00 AM,47.540654,-122.286239
13th Ave S / S Lane St,Rubbish Fire,2025 Jul 21 06:57:00 AM,47.596657,-122.315928
