Address,Type,Datetime,Latitude,Longitude
1920 4th Ave,Dumpster Fire,2025 Aug 04 03:11:00 AM,47.612443,-122.338984
2121 26th Ave S,Auto Fire Alarm,2025 Aug 03 10:30:00 PM,47.584234,-122.299024
121 12th Ave E,Auto Fire Alarm,2025 Aug 03 10:26:00 PM,47.619007,-122.316914
3801 Discovery Park Blvd,Illegal Burn,2025 Aug 03 10:13:00 PM,47.660349,-122.408933
8021 Meridian Ave N,Illegal Burn,2025 Aug 03 09:33:00 PM,47.687079,-122.33311
1000 8th Ave,Auto Fire Alarm,2025 Aug 03 09:28:00 PM,47.607945,-122.328471
35th Ave Sw / Sw Edmunds St,Rubbish Fire,2025 Aug 03 09:03:00 PM,47.559277,-122.376232
310 17th Ave S,Auto Fire Alarm,2025 Aug 03 09:00:00 PM,47.599924,-122.31027
22nd Ave / E Yesler Way,Brush Fire,2025 Aug 03 08:43:00 PM,47.601669,-122.303739
Nb I5 At Northgate,Car Fire,2025 Aug 03 08:12:00 PM,47.704645,-122.329446
3700 S Hudson St,Auto Fire Alarm,2025 Aug 03 08:02:00 PM,47.557045,-122.28614
722 E Union St,Auto Fire Alarm,2025 Aug 03 06:38:00 PM,47.612987,-122.322205
8011 Fauntleroy Way Sw,Illegal Burn,2025 Aug 03 06:36:00 PM,47.531494,-122.392698
5th Ave / Terrace St,Rubbish Fire,2025 Aug 03 06:35:00 PM,47.602272,-122.327883
201 W Harrison St,Auto Fire Alarm,2025 Aug 03 06:28:00 PM,47.622118,-122.35934
1532 14th Ave S,Auto Fire Alarm,2025 Aug 03 04:25:00 PM,47.589748,-122.314854
924 N 143rd St,Bark Fire,2025 Aug 03 03:51:00 PM,47.732314,-122.346635
3824 Evanston Ave N,Auto Fire Alarm,2025 Aug 03 01:36:00 PM,47.653473,-122.351284
2200 Sw Barton St,Brush Fire,2025 Aug 03 01:00:00 PM,47.521027,-122.361794
39th Ave S / S Angeline St,Car Fire,2025 Aug 03 12:22:00 PM,47.559456,-122.283471
6600 Roosevelt Way Ne,Auto Fire Alarm,2025 Aug 03 12:22:00 PM,47.676554,-122.317373
3rd Ave N / Mercer St,Rubbish Fire,2025 Aug 03 12:02:00 PM,47.62457,-122.351487
3310 Ne 125th St,Auto Fire Alarm,2025 Aug 03 11:38:00 AM,47.719264,-122.292632
1320 Nw 75th St,Bark Fire,2025 Aug 03 10:51:00 AM,47.683247,-122.372835
Harvard Ave E / E Olive Way,Bark Fire,2025 Aug 03 08:32:00 AM,47.619898,-122.322206
1427 11th Ave,Auto Fire Alarm,2025 Aug 03 08:20:00 AM,47.61324,-122.318127
1301 Spring St,Auto Fire Alarm,2025 Aug 03 06:20:00 AM,47.610986,-122.32356
607 3rd Ave,Auto Fire Alarm,2025 Aug 03 05:57:00 AM,47.602813,-122.331449
4727 12th Ave Ne,Auto Fire Alarm,2025 Aug 03 05:29:00 AM,47.663264,-122.315261
1427 11th Ave,Auto Fire Alarm,2025 Aug 03 02:56:00 AM,47.61324,-122.318127
329 23RD AVE S,Auto Fire Alarm,2025 Aug 02 10:41:00 PM,47.600013,-122.302235
4130 1st Ave S,Dumpster Fire,2025 Aug 02 10:10:00 PM,47.56667,-122.33402
W Thomas St / Queen Anne Ave N,Dumpster Fire,2025 Aug 02 10:04:00 PM,47.620941,-122.356739
3927 Adams Ln Ne,Auto Fire Alarm,2025 Aug 02 09:41:00 PM,47.654702,-122.316797
6411 Fremont Ave N,Fire in Building,2025 Aug 02 08:54:00 PM,47.675401,-122.349931
4745 40th Ave Sw,Auto Fire Alarm,2025 Aug 02 08:17:00 PM,47.560261,-122.382833
1420 Western Ave,Auto Fire Alarm,2025 Aug 02 08:11:00 PM,47.607557,-122.340392
509 3rd Ave,Auto Fire Alarm,2025 Aug 02 08:08:00 PM,47.602114,-122.330809
101 Yesler Way,Auto Fire Alarm,2025 Aug 02 07:48:00 PM,47.601722,-122.334039
8834 RAINIER AVE S,Auto Fire Alarm,2025 Aug 02 06:51:00 PM,47.524486,-122.269981
6202 35th Ave Ne,Auto Fire Alarm,2025 Aug 02 06:34:00 PM,47.673991,-122.290254
900 Ne 65th St,Auto Fire Alarm,2025 Aug 02 05:56:00 PM,47.675841,-122.318701
W Emerson St / 34th Ave W,Rubbish Fire,2025 Aug 02 05:26:00 PM,47.654056,-122.400899
6524 62nd Ave Ne,Brush Fire,2025 Aug 02 04:39:00 PM,47.675958,-122.261437
101 Yesler Way,Auto Fire Alarm,2025 Aug 02 04:29:00 PM,47.601722,-122.334039
4204 Sw Oregon St,Rubbish Fire,2025 Aug 02 03:38:00 PM,47.562876,-122.385495
700 Stewart St,Auto Fire Alarm,2025 Aug 02 03:28:00 PM,47.614288,-122.336155
924 N 143rd St,Auto Fire Alarm,2025 Aug 02 02:34:00 PM,47.732314,-122.346635
601 University St,Brush Fire,2025 Aug 02 02:16:00 PM,47.609165,-122.33263
1601 5th Ave,Auto Fire Alarm,2025 Aug 02 01:55:00 PM,47.611672,-122.336484
2614 42nd Ave Sw,Auto Fire Alarm,2025 Aug 02 01:54:00 PM,47.580923,-122.385183
Alaskan Way S / S Main St,Illegal Burn,2025 Aug 02 12:08:00 PM,47.600046,-122.335639
2331 N 56th St,Illegal Burn,2025 Aug 02 10:43:00 AM,47.669377,-122.329797
620 N 130th St,Auto Fire Alarm,2025 Aug 02 09:50:00 AM,47.723223,-122.351366
25th Ave S / S Plum St,Bark Fire,2025 Aug 02 08:29:00 AM,47.585484,-122.300319
Brooklyn Ave Ne / Ne 45th St,Dumpster Fire,2025 Aug 02 08:16:00 AM,47.661277,-122.314286
4700 Phinney Ave N,Auto Fire Alarm,2025 Aug 02 07:54:00 AM,47.66288,-122.353974
23rd Ave E / E Aloha St,Brush Fire,2025 Aug 02 07:06:00 AM,47.626759,-122.302382
23rd Ave E / E Ward St,Rubbish Fire,2025 Aug 02 07:03:00 AM,47.627435,-122.302377
24TH AVE E / E WARD ST,Rubbish Fire,2025 Aug 02 06:52:00 AM,47.627427,-122.301104
Aurora Ave N / N 125th St,Rubbish Fire,2025 Aug 02 05:31:00 AM,47.719572,-122.344937
4545 15th Ave Ne,Auto Fire Alarm,2025 Aug 02 05:03:00 AM,47.661667,-122.311987
551 Elliott Ave W,Auto Fire Alarm,2025 Aug 02 04:57:00 AM,47.624155,-122.365135
620 N 130th St,Auto Fire Alarm,2025 Aug 02 04:50:00 AM,47.723223,-122.351366
904 Sturgus Ave S,Rubbish Fire,2025 Aug 02 04:20:00 AM,47.594361,-122.315087
1005 6th Ave S,Rubbish Fire,2025 Aug 02 02:34:00 AM,47.594037,-122.325968
925 4th Ave,Auto Fire Alarm,2025 Aug 02 01:47:00 AM,47.605549,-122.332417
421 S Michigan St,Auto Fire Alarm,2025 Aug 02 12:25:00 AM,47.545405,-122.329331
3800 Discovery Park Blvd,Illegal Burn,2025 Aug 01 10:29:00 PM,47.660335,-122.408899
4300 Aurora Ave N,Fire in Building,2025 Aug 01 09:27:00 PM,47.659567,-122.347197
Ne 40th St / 9th Ave Ne,Rubbish Fire,2025 Aug 01 08:43:00 PM,47.655727,-122.31881
Prospect St / Aurora Ave N,Rubbish Fire,2025 Aug 01 07:50:00 PM,47.628884,-122.343582
2607 9th Ave W,Auto Fire Alarm,2025 Aug 01 07:25:00 PM,47.643265,-122.368887
6115 Oakhurst Rd S,Auto Fire Alarm,2025 Aug 01 07:19:00 PM,47.54794,-122.262012
4350 Cheasty Blvd S,Brush Fire,2025 Aug 01 07:15:00 PM,47.563433,-122.302351
1515 Fairview Ave E,Bark Fire,2025 Aug 01 06:53:00 PM,47.632287,-122.326877
715 2nd Ave N,Auto Fire Alarm,2025 Aug 01 06:06:00 PM,47.625566,-122.352784
W Boston St / 13th Ave W,Brush Fire,2025 Aug 01 05:47:00 PM,47.638637,-122.373881
551 Elliott Ave W,Auto Fire Alarm,2025 Aug 01 04:42:00 PM,47.624155,-122.365135
Martin Luther King Jr Way S / S Walker St,Brush Fire,2025 Aug 01 04:32:00 PM,47.583642,-122.298145
920 34th Ave,Rubbish Fire,2025 Aug 01 04:26:00 PM,47.610527,-122.289373
14th Ave Nw / Nw 45th St,Illegal Burn,2025 Aug 01 04:18:00 PM,47.661473,-122.373598
600 E HOWELL ST,Auto Fire Alarm,2025 Aug 01 04:13:00 PM,47.617746,-122.324505
31st Ave S / S Genesee St,Brush Fire,2025 Aug 01 04:10:00 PM,47.56433,-122.293588
525 14th Ave E,Auto Fire Alarm,2025 Aug 01 03:51:00 PM,47.623391,-122.314649
509 3rd Ave,Auto Fire Alarm,2025 Aug 01 02:57:00 PM,47.602114,-122.330809
315 Maynard Ave S,Auto Fire Alarm,2025 Aug 01 02:46:00 PM,47.599902,-122.325052
2701 Alaskan Way,Car Fire,2025 Aug 01 11:32:00 AM,47.613884,-122.353099
4040 George Washington Ln Ne,Auto Fire Alarm,2025 Aug 01 11:26:00 AM,47.656271,-122.311367
4550 16th Ave Ne,Auto Fire Alarm,2025 Aug 01 11:22:00 AM,47.66171,-122.31085
800 Queen Anne Ave N,Rubbish Fire,2025 Aug 01 09:56:00 AM,47.626317,-122.356697
2nd Ave W / W Republican St,Illegal Burn,2025 Aug 01 08:36:00 AM,47.623286,-122.359332
8311 Beacon Ave S,Auto Fire Alarm,2025 Aug 01 08:26:00 AM,47.529377,-122.288079
533 3rd Ave W,Auto Fire Alarm,2025 Aug 01 08:13:00 AM,47.623717,-122.360635
423 E Pike St,Auto Fire Alarm,2025 Aug 01 08:03:00 AM,47.614085,-122.32613
7006 Greenwood Ave N,Auto Fire Alarm,2025 Aug 01 08:00:00 AM,47.679642,-122.355322
11512 Aurora Ave N,Auto Fire Alarm,2025 Aug 01 07:53:00 AM,47.712457,-122.344816
1033 6th Ave S,Auto Fire Alarm,2025 Aug 01 07:39:00 AM,47.593801,-122.325968
4139 Sw Frontenac St,Brush Fire,2025 Aug 01 06:37:00 AM,47.540516,-122.386148
818 23rd Ave,Bark Fire,2025 Aug 01 06:33:00 AM,47.609193,-122.302763
1000 8th Ave,Auto Fire Alarm,2025 Aug 01 06:08:00 AM,47.607945,-122.328471
505 Ne 70th St,Auto Fire Alarm,2025 Aug 01 05:31:00 AM,47.679478,-122.322726
2101 N Northlake Way,Brush Fire,2025 Aug 01 05:20:00 AM,47.646871,-122.333913
1100 Fairview Ave N,Auto Fire Alarm,2025 Aug 01 05:14:00 AM,47.628713,-122.330907
3610 LEARY WAY NW,Brush Fire,2025 Aug 01 04:40:00 AM,47.653268,-122.359006
3443 West Marginal Way Sw,Auto Fire Alarm,2025 Aug 01 03:08:00 AM,47.573203,-122.363438
7700 Rainier Ave S,Rubbish Fire,2025 Aug 01 02:59:00 AM,47.533661,-122.269986
1301 1st Ave,Auto Fire Alarm,2025 Aug 01 01:11:00 AM,47.606835,-122.338197
5515 Phinney Ave N,Car Fire,2025 Aug 01 12:30:00 AM,47.668629,-122.354409
9105 LAKE CITY WAY NE,Car Fire,2025 Aug 01 12:24:00 AM,47.694878,-122.305611
4572 S Barton St,Brush Fire,2025 Aug 01 12:06:00 AM,47.521098,-122.274717
1702 Nw 56th St,Auto Fire Alarm,2025 Jul 31 11:38:00 PM,47.669446,-122.378895
2112 E UNION ST,Illegal Burn,2025 Jul 31 09:52:00 PM,47.612922,-122.304789
8th Ave / Alder St,Brush Fire,2025 Jul 31 09:50:00 PM,47.602851,-122.324142
223 Yesler Way,Auto Fire Alarm,2025 Jul 31 09:47:00 PM,47.601718,-122.331581
404 Terry Ave,Rubbish Fire,2025 Jul 31 09:35:00 PM,47.604613,-122.322357
3815 S Othello St,Auto Fire Alarm,2025 Jul 31 09:02:00 PM,47.537037,-122.284506
9428 LAKE CITY WAY NE,Dumpster Fire,2025 Jul 31 08:31:00 PM,47.697229,-122.305602
14002 Linden Ave N,Auto Fire Alarm,2025 Jul 31 07:51:00 PM,47.730569,-122.347758
13000 Lake City Way Ne,Bark Fire,2025 Jul 31 07:44:00 PM,47.722899,-122.293194
1111 E Pine St,Auto Fire Alarm,2025 Jul 31 06:37:00 PM,47.615255,-122.318013
9440 27th Ave Sw,Auto Fire Alarm,2025 Jul 31 03:07:00 PM,47.518457,-122.367275
620 N 130th St,Auto Fire Alarm,2025 Jul 31 02:53:00 PM,47.723223,-122.351366
Ne 45th St / Montlake Blvd Ne,Brush Fire,2025 Jul 31 02:43:00 PM,47.661088,-122.298342
4618 Corliss Ave N,Auto Fire Alarm,2025 Jul 31 02:24:00 PM,47.662722,-122.331344
10th Ave S / S Dearborn St,Illegal Burn,2025 Jul 31 12:45:00 PM,47.595825,-122.319215
N 145th St / Aurora Ave N,Illegal Burn,2025 Jul 31 11:41:00 AM,47.734128,-122.345097
1605 Boylston Ave,Auto Fire Alarm,2025 Jul 31 10:58:00 AM,47.615277,-122.323416
3244 Nw 54th St,Auto Fire Alarm,2025 Jul 31 10:52:00 AM,47.667464,-122.399817
601 9th Ave,Auto Fire Alarm,2025 Jul 31 10:40:00 AM,47.605555,-122.324749
4601 Shilshole Ave Nw,Auto Fire Alarm,2025 Jul 31 10:11:00 AM,47.662207,-122.378302
118 Broadway E,Auto Fire Alarm,2025 Jul 31 09:40:00 AM,47.618943,-122.320857
224 S Washington St,Auto Fire Alarm,2025 Jul 31 09:14:00 AM,47.600878,-122.331064
515 Madison St,Auto Fire Alarm,2025 Jul 31 08:44:00 AM,47.606624,-122.331628
12501 28th Ave Ne,Auto Fire Alarm,2025 Jul 31 08:35:00 AM,47.719292,-122.297803
212 Harvard Ave E,Bark Fire,2025 Jul 31 08:29:00 AM,47.620029,-122.322208
2332 17th Ave S,FIREWATCH,2025 Jul 31 08:13:00 AM,47.582651,-122.310786
1401 Nw Leary Way,Illegal Burn,2025 Jul 31 08:09:00 AM,47.663662,-122.373594
Ne 130th St / Lake City Way Ne,Rubbish Fire,2025 Jul 31 08:08:00 AM,47.722899,-122.293194
10701 36th Ave Ne,Brush Fire,2025 Jul 31 07:38:00 AM,47.706563,-122.289475
2332 17TH AVE S,Fire in Building,2025 Jul 31 05:21:00 AM,47.582651,-122.310786
401 Union St,Bark Fire,2025 Jul 31 05:15:00 AM,47.609226,-122.335764
Terry Ave / Howell St,Illegal Burn,2025 Jul 31 05:03:00 AM,47.615489,-122.332307
1014 Boylston Ave,Fire in Building,2025 Jul 31 04:05:00 AM,47.610825,-122.321896
1014 BOYLSTON AVE,Fire in Building,2025 Jul 31 04:00:00 AM,47.610825,-122.321896
AIRPORT WAY S / S HOLGATE ST,Brush Fire,2025 Jul 31 03:09:00 AM,47.585854,-122.321393
4500 38th Ave S,Brush Fire,2025 Jul 31 01:09:00 AM,47.562828,-122.284935
505 Ne 70th St,Auto Fire Alarm,2025 Jul 31 12:18:00 AM,47.679478,-122.322726
937 N 96th St,Auto Fire Alarm,2025 Jul 30 09:39:00 PM,47.698721,-122.34681
GARFIELD ST / 5TH AVE N,Brush Fire W/Exp.,2025 Jul 30 09:32:00 PM,47.633152,-122.347157
35th Ave Sw / Sw Alaska St,Illegal Burn,2025 Jul 30 09:29:00 PM,47.561066,-122.376216
3000 S Alaska St,Auto Fire Alarm,2025 Jul 30 09:10:00 PM,47.560817,-122.293379
1417 Nw 54th St,Rubbish Fire,2025 Jul 30 08:23:00 PM,47.66789,-122.374018
1122 E PIKE ST,Fire in Building,2025 Jul 30 08:22:00 PM,47.614096,-122.317848
S Atlantic St / Alaskan Way S,Illegal Burn,2025 Jul 30 06:20:00 PM,47.590732,-122.337336
421 S Michigan St,Auto Fire Alarm,2025 Jul 30 06:12:00 PM,47.545405,-122.329331
7509 12th Ave Sw,Brush Fire,2025 Jul 30 05:53:00 PM,47.535431,-122.350503
605 W Roy St,Rubbish Fire,2025 Jul 30 03:32:00 PM,47.625548,-122.364503
924 N 143rd St,Auto Fire Alarm,2025 Jul 30 03:20:00 PM,47.732314,-122.346635
1722 Summit Ave,Auto Fire Alarm,2025 Jul 30 02:56:00 PM,47.616642,-122.325547
924 N 143rd St,Auto Fire Alarm,2025 Jul 30 02:47:00 PM,47.732314,-122.346635
2317 3rd Ave,Auto Fire Alarm,2025 Jul 30 02:46:00 PM,47.61483,-122.345006
12546 33rd Ave Ne,Auto Fire Alarm,2025 Jul 30 02:42:00 PM,47.719585,-122.292729
1601 5th Ave,Auto Fire Alarm,2025 Jul 30 02:37:00 PM,47.611672,-122.336484
11050 8th Ave Ne,Auto Fire Alarm,2025 Jul 30 02:30:00 PM,47.708936,-122.320569
7th Ave Ne / Ne 45th St,Car Fire,2025 Jul 30 02:21:00 PM,47.661319,-122.320728
4700 Brooklyn Ave Ne,Bark Fire,2025 Jul 30 01:37:00 PM,47.6631,-122.314238
Ne 47th St / Brooklyn Ave Ne,Brush Fire,2025 Jul 30 01:14:00 PM,47.6631,-122.314238
3429 45th Ave Sw,Auto Fire Alarm,2025 Jul 30 12:12:00 PM,47.573583,-122.389421
S Walker St / Martin Luther King Jr Way S,Brush Fire,2025 Jul 30 11:33:00 AM,47.583642,-122.298145
9801 Lake City Way Ne,Brush Fire,2025 Jul 30 11:21:00 AM,47.700271,-122.303318
600 Nw Bright St,Auto Fire Alarm,2025 Jul 30 11:05:00 AM,47.660017,-122.363995
1050 James St,Bark Fire,2025 Jul 30 10:58:00 AM,47.606255,-122.323074
2700 Ne 123rd St,Illegal Burn,2025 Jul 30 10:25:00 AM,47.717456,-122.298945
535 Pontius Ave N,Auto Fire Alarm,2025 Jul 30 09:47:00 AM,47.62352,-122.33172
1050 James St,Bark Fire,2025 Jul 30 09:27:00 AM,47.606255,-122.323074
310 30th Ave E,Auto Fire Alarm,2025 Jul 30 09:16:00 AM,47.621437,-122.29317
8043 28th Ave Ne,Fire in Building,2025 Jul 30 09:02:00 AM,47.68705,-122.297195
1938 Fairview Ave E,Auto Fire Alarm,2025 Jul 30 08:23:00 AM,47.636253,-122.328067
4567 Rainier Ave S,FIREWATCH,2025 Jul 30 07:15:00 AM,47.562099,-122.287639
3305 S Hanford St,FIREWATCH,2025 Jul 30 07:12:00 AM,47.57522,-122.290879
1421 Minor Ave,Auto Fire Alarm,2025 Jul 30 06:48:00 AM,47.613146,-122.327096
10507 Aurora Ave N,Auto Fire Alarm,2025 Jul 30 06:06:00 AM,47.705096,-122.344695
7th Ave / Madison St,Brush Fire,2025 Jul 30 06:00:00 AM,47.60748,-122.329582
10507 Aurora Ave N,Auto Fire Alarm,2025 Jul 30 04:41:00 AM,47.705096,-122.344695
3013 S Mount Baker Blvd,Auto Fire Alarm,2025 Jul 30 04:31:00 AM,47.575931,-122.293981
3305 S HANFORD ST,Fire in Building,2025 Jul 30 04:20:00 AM,47.57522,-122.290879
4567 Rainier Ave S,Fire in Building,2025 Jul 30 03:46:00 AM,47.562099,-122.287639
5th Ave Ne / Ne 103rd St,Rubbish Fire,2025 Jul 30 03:17:00 AM,47.70314,-122.323148
6940 62nd Ave Ne,Auto Fire Alarm,2025 Jul 30 02:12:00 AM,47.678821,-122.262227
1424 4th Ave,Illegal Burn,2025 Jul 30 01:47:00 AM,47.609454,-122.335988
225 Harvard Ave E,Auto Fire Alarm,2025 Jul 30 12:47:00 AM,47.620184,-122.322211
3621 33rd Ave S,Auto Fire Alarm,2025 Jul 30 12:07:00 AM,47.571408,-122.291001
7015 Beach Dr Sw,Rubbish Fire,2025 Jul 29 11:31:00 PM,47.540562,-122.396441
3rd Ave / Bell St,Rubbish Fire,2025 Jul 29 11:11:00 PM,47.614705,-122.344794
2524 S Jackson St,Auto Fire Alarm,2025 Jul 29 11:08:00 PM,47.599265,-122.299586
202 N 110th St,Auto Fire Alarm,2025 Jul 29 10:54:00 PM,47.708721,-122.356787
1200 Mercer St,Auto Fire Alarm,2025 Jul 29 09:53:00 PM,47.624269,-122.333007
422 Terrace St,Rubbish Fire,2025 Jul 29 09:33:00 PM,47.601876,-122.328833
2143 N Northlake Way,Auto Fire Alarm,2025 Jul 29 09:03:00 PM,47.647306,-122.333124
703 30th Ave,Auto Fire Alarm,2025 Jul 29 08:57:00 PM,47.608012,-122.293634
301 Mercer St,Rubbish Fire,2025 Jul 29 08:46:00 PM,47.62457,-122.351461
6300 9th Ave Ne,Auto Fire Alarm,2025 Jul 29 08:36:00 PM,47.674163,-122.318705
500 Belmont Ave E,Auto Fire Alarm,2025 Jul 29 08:24:00 PM,47.623141,-122.324031
20th Ave S / S Horton St,Illegal Burn,2025 Jul 29 07:12:00 PM,47.574047,-122.306013
14th Ave / E Fir St,Illegal Burn,2025 Jul 29 06:43:00 PM,47.602681,-122.314197
1010 E Republican St,Auto Fire Alarm,2025 Jul 29 06:37:00 PM,47.623124,-122.319688
6th Ave / Madison St,Brush Fire,2025 Jul 29 06:13:00 PM,47.607017,-122.330689
703 Columbia St,Brush Fire,2025 Jul 29 06:02:00 PM,47.606067,-122.328243
3rd Ave S / S Walker St,Illegal Burn,2025 Jul 29 05:45:00 PM,47.583975,-122.329969
2543 Rainier Ave S,Brush Fire,2025 Jul 29 05:08:00 PM,47.58061,-122.299874
4602 6th Ave Nw,Brush Fire,2025 Jul 29 04:56:00 PM,47.662199,-122.364004
100 23rd Ave S,Auto Fire Alarm,2025 Jul 29 03:48:00 PM,47.601667,-122.302339
12736 Lake City Way Ne,Auto Fire Alarm,2025 Jul 29 03:23:00 PM,47.721301,-122.294037
9262 Rainier Ave S,Illegal Burn,2025 Jul 29 02:49:00 PM,47.519853,-122.268364
1722 Summit Ave,Auto Fire Alarm,2025 Jul 29 02:48:00 PM,47.616642,-122.325547
220 Broadway E,Rubbish Fire,2025 Jul 29 01:43:00 PM,47.620134,-122.320877
14200 Linden Ave N,Auto Fire Alarm,2025 Jul 29 01:42:00 PM,47.731677,-122.347772
Broad St / Thomas St,Illegal Burn,2025 Jul 29 01:41:00 PM,47.620907,-122.34733
116 Stewart St,Auto Fire Alarm,2025 Jul 29 01:28:00 PM,47.610387,-122.341198
5200 35th Ave Sw,Brush Fire,2025 Jul 29 01:15:00 PM,47.555602,-122.376261
4262 12th Ave Ne,Auto Fire Alarm,2025 Jul 29 11:51:00 AM,47.659264,-122.315496
6901 West Marginal Way Sw,Auto Fire Alarm,2025 Jul 29 10:28:00 AM,47.540351,-122.342178
1753 Nw 56th St,Auto Fire Alarm,2025 Jul 29 10:07:00 AM,47.669446,-122.37945
1701 18th Ave S,Auto Fire Alarm,2025 Jul 29 10:04:00 AM,47.588414,-122.309467
675 S Lane St,Rubbish Fire,2025 Jul 29 09:05:00 AM,47.596673,-122.324261
N 125th St / Interurban Trl,Illegal Burn,2025 Jul 29 08:19:00 AM,47.719583,-122.348767
12736 Lake City Way Ne,Auto Fire Alarm,2025 Jul 29 08:00:00 AM,47.721301,-122.294037
12736 Lake City Way Ne,Auto Fire Alarm,2025 Jul 29 07:41:00 AM,47.721301,-122.294037
14115 Aurora Ave N,Bark Fire,2025 Jul 29 07:38:00 AM,47.731129,-122.345064
22nd Ave W / Gilman Ave W,Illegal Burn,2025 Jul 29 05:58:00 AM,47.653979,-122.384616
1411 4th Ave,Auto Fire Alarm,2025 Jul 29 03:12:00 AM,47.609322,-122.335868
1425 5th Ave N,Auto Fire Alarm,2025 Jul 29 12:22:00 AM,47.632263,-122.347512
17th Ave / E Yesler Way,Car Fire,2025 Jul 28 10:56:00 PM,47.601681,-122.310265
35th Ave S / S Hudson St,Brush Fire,2025 Jul 28 10:54:00 PM,47.557052,-122.288814
1238 S WELLER ST,Rubbish Fire,2025 Jul 28 10:07:00 PM,47.597498,-122.31637
5019 Roosevelt Way Ne,Auto Fire Alarm,2025 Jul 28 09:50:00 PM,47.665073,-122.317402
WESTERN AVE / VINE ST,Car Fire,2025 Jul 28 09:33:00 PM,47.614585,-122.350542
1820 Boylston Ave,Auto Fire Alarm,2025 Jul 28 09:08:00 PM,47.617636,-122.323447
700 5th Ave N,Auto Fire Alarm,2025 Jul 28 08:40:00 PM,47.625423,-122.347565
Sw Admiral Way / Schmitz Park Rd,Rubbish Fire,2025 Jul 28 07:43:00 PM,47.577625,-122.402751
6th Ave / Seneca St,Rubbish Fire,2025 Jul 28 07:39:00 PM,47.608444,-122.331995
31st Ave S / S Oregon St,Brush Fire,2025 Jul 28 07:30:00 PM,47.562956,-122.293123
1017 Minor Ave,Auto Fire Alarm,2025 Jul 28 07:23:00 PM,47.609919,-122.324135
3501 Rainier Ave S,Auto Fire Alarm,2025 Jul 28 07:20:00 PM,47.571853,-122.293193
Woodlawn Ave N / N 46th St,Bark Fire,2025 Jul 28 05:42:00 PM,47.662126,-122.339151
1126 HIAWATHA PL S,Brush Fire,2025 Jul 28 05:35:00 PM,47.592568,-122.307696
5505 15th Ave Ne,Fire in Building,2025 Jul 28 04:23:00 PM,47.668577,-122.311881
9818 5th Ave Ne,Auto Fire Alarm,2025 Jul 28 02:34:00 PM,47.700495,-122.323118
5253 15th Ave Ne,Auto Fire Alarm,2025 Jul 28 01:54:00 PM,47.666799,-122.31191
1000 4th Ave,Auto Fire Alarm,2025 Jul 28 01:39:00 PM,47.606088,-122.332909
940 S Harney St,Illegal Burn,2025 Jul 28 12:28:00 PM,47.548271,-122.319685
7700 RAINIER AVE S,Brush Fire,2025 Jul 28 12:26:00 PM,47.533661,-122.269986
1107 1st Ave,Auto Fire Alarm,2025 Jul 28 12:26:00 PM,47.605452,-122.336931
1911 22nd Ave S,Auto Fire Alarm,2025 Jul 28 12:07:00 PM,47.586234,-122.304237
RAINIER AVE S / S JACKSON ST,Illegal Burn,2025 Jul 28 12:01:00 PM,47.59921,-122.314137
2805 Sw Holden St,Brush Fire,2025 Jul 28 11:20:00 AM,47.533713,-122.368542
900 Ne 65th St,Auto Fire Alarm,2025 Jul 28 10:28:00 AM,47.675841,-122.318701
1223 Spring St,Auto Fire Alarm,2025 Jul 28 09:01:00 AM,47.610625,-122.32442
5621 22nd Ave Nw,Auto Fire Alarm,2025 Jul 28 06:41:00 AM,47.669603,-122.384743
809 5th Ave,Auto Fire Alarm,2025 Jul 28 06:30:00 AM,47.605184,-122.330547
4005 6th Ave S,Illegal Burn,2025 Jul 28 04:15:00 AM,47.567999,-122.326756
5727 37th Ave S,Auto Fire Alarm,2025 Jul 28 04:10:00 AM,47.551024,-122.286266
1102 8th Ave,Auto Fire Alarm,2025 Jul 28 04:05:00 AM,47.608665,-122.329131
Midvale Ave N / N 97th St,Rubbish Fire,2025 Jul 28 03:42:00 AM,47.699615,-122.343331
1411 4th Ave,Auto Fire Alarm,2025 Jul 28 02:58:00 AM,47.609322,-122.335868
3621 33rd Ave S,Auto Fire Alarm,2025 Jul 28 02:26:00 AM,47.571408,-122.291001
801 9th Ave,Dumpster Fire,2025 Jul 28 12:53:00 AM,47.606982,-122.326056
610 Harvard Ave E,Auto Fire Alarm,2025 Jul 28 12:01:00 AM,47.624349,-122.321989
6344 Ne 74th St,Auto Fire Alarm,2025 Jul 27 11:59:00 PM,47.682138,-122.259969
6400 15th Ave Nw,Auto Fire Alarm,2025 Jul 27 11:30:00 PM,47.675279,-122.376211
817 NE 43RD ST,Illegal Burn,2025 Jul 27 11:23:00 PM,47.65946,-122.319609
631 Queen Anne Ave N,Auto Fire Alarm,2025 Jul 27 11:07:00 PM,47.625454,-122.356703
2000 Martin Luther King Jr Way S,Rubbish Fire,2025 Jul 27 11:05:00 PM,47.58548,-122.298131
1400 Martin Luther King Jr Way S,Illegal Burn,2025 Jul 27 10:26:00 PM,47.590775,-122.297438
4219 8th Ave Ne,Illegal Burn,2025 Jul 27 10:17:00 PM,47.657882,-122.319789
Fauntleroy Way Sw / Sw Brandon St,Brush Fire,2025 Jul 27 10:03:00 PM,47.553821,-122.381589
Eastlake Ave Ne / Ne 40th St,Illegal Burn,2025 Jul 27 09:30:00 PM,47.655471,-122.318266
