OBJECTID,GEOID,Tract Label,Tract Name,Community Reporting Area Name,Community Reporting Area ID,Year,Tract Median Apartment Contract Rent per Square Foot,Tract Median Apartment Contract Rent per Unit,Year over Year Change in Rent per Square Foot,Year over Year Change in Rent per Unit,Cost Category,Year over Year Change in Rent Category,Mixed-Rate or Mixed-Income Apartment in Tract,Level of Concern,PROPERTIES,Shape__Area,Shape__Length
2093,53033010101,101.01,Census Tract 101.01,Columbia City,4.2,2012,2.48,1330,0.016393443,0.017597552,Medium,Stable,177,,8,9381810.131,15311.65671
2094,53033012100,121,Census Tract 121,Arbor Heights,1.1,2012,0,0,0,0,,,0,,0,18538900.93,25983.61624
2095,53033011901,119.01,Census Tract 119.01,Rainier Beach,4.1,2012,0,0,0,0,,,0,,0,18097640.74,20485.64554
2096,53033000602,6.02,Census Tract 6.02,Haller Lake,9.5,2012,1.43,1227,0.04379562,0.046928328,Low,Stable,396,,9,25947507.86,23221.70475
2097,53033000201,2.01,Census Tract 2.01,Olympic Hills/Victory Heights,8.2,2012,1.33,1091,0.023076923,0.022492971,Low,Stable,836,,12,19446176.32,18651.57808
2098,53033003302,33.02,Census Tract 33.02,Whittier Heights,10.2,2012,1.85,1215,0.016483516,0.021008403,Low,Stable,452,,52,6749336.486,10550.81793
2099,53033005304,53.04,Census Tract 53.04,University District,7.2,2012,0,0,0,0,,,0,,0,786047.0981,4083.126066
2100,53033004202,42.02,Census Tract 42.02,Ravenna/Bryant,7.3,2012,2.57,1775,0.015810277,0.014865638,High,Stable,54,,5,13141688.45,15651.66637
2101,53033007404,74.04,Census Tract 74.04,Capitol Hill,6.2,2012,2.29,1337,0.022321429,0.019832189,Medium,Stable,1177,,61,1654579.828,5775.699987
2102,53033006701,67.01,Census Tract 67.01,Queen Anne,12.3,2012,2.77,2060,0.025925926,0.025896414,High,Stable,850,,16,3639833.178,12143.77924
2103,53033007800,78,Census Tract 78,Madrona/Leschi,5.1,2012,1.87,1447,0.021857923,0.021171489,Medium,Stable,79,,5,22245158.16,28746.37352
2104,53033007503,75.03,Census Tract 75.03,Capitol Hill,6.2,2012,2.79,1791,0.018248175,0.019931663,High,Stable,561,,15,2018614.368,6484.389482
2105,53033007201,72.01,Census Tract 72.01,Cascade/Eastlake,11.3,2012,2.61,1744,0.048192771,0.046818727,High,Stable,2110,,14,1622558.9,5873.216511
2106,53033007203,72.03,Census Tract 72.03,Cascade/Eastlake,11.3,2012,3.13,2226,0.016233766,0.01504788,High,Stable,424,,8,6238804.943,12493.9648
2107,53033010301,103.01,Census Tract 103.01,Columbia City,4.2,2012,1.45,1265,0.013986014,0.013621795,Low,Stable,52,,4,10792262.46,16924.36851
2108,53033009900,99,Census Tract 99,North Delridge,2.1,2012,2.07,1206,0.019704433,0.022033898,Medium,Stable,531,,18,70254374.71,64633.66158
2109,53033009500,95,Census Tract 95,Mt. Baker/North Rainier,4.4,2012,2.4,1134,0.021276596,0.02070207,Medium,Stable,140,,12,27424305.67,29618.2113
2110,53033009400,94,Census Tract 94,North Beacon Hill/Jefferson Park,3.6,2012,2.62,1497,0.019455253,0.016983696,High,Stable,501,,51,18150625.68,18874.58318
2111,53033011801,118.01,Census Tract 118.01,Rainier Beach,4.1,2012,1.38,977,0.00729927,0.012435233,Low,Stable,258,,12,12671173.51,15849.81354
2112,53033011602,116.02,Census Tract 116.02,Fauntleroy/Seaview,1.2,2012,1.38,965,0.00729927,0.012591815,Low,Stable,113,,13,16924173.23,24704.04057
2113,53033011401,114.01,Census Tract 114.01,Roxhill/Westwood,2.4,2012,1.5,1318,0.034482759,0.040252565,Low,Stable,565,,6,13273369.14,17478.05916
2114,53033010701,107.01,Census Tract 107.01,High Point,2.2,2012,1.15,979,0.026785714,0.026205451,Low,Stable,214,,5,15726285.72,21302.36518
2115,53033010602,106.02,Census Tract 106.02,Fauntleroy/Seaview,1.2,2012,1.58,1051,0.019354839,0.02038835,Low,Stable,324,,21,15462014.06,23774.94714
2116,53033000900,9,Census Tract 9,Cedar Park/Meadowbrook,8.3,2012,0,0,0,0,,,0,,0,10031158.89,20828.1662
2117,53033000402,4.02,Census Tract 4.02,Broadview/Bitter Lake,9.1,2012,1.51,1018,0.013422819,0.015968064,Low,Stable,480,,27,19362220.52,21397.1753
2118,53033000300,3,Census Tract 3,Haller Lake,9.5,2012,1.23,930,0.016528926,0.015283843,Low,Stable,83,,7,13033864.6,17298.02954
2119,53033003202,32.02,Census Tract 32.02,Sunset Hill/Loyal Heights,10.3,2012,2.08,1413,0.019607843,0.018745494,Medium,Stable,345,,34,10289818.46,12945.39486
2120,53033003000,30,Census Tract 30,Whittier Heights,10.2,2012,2.1,1315,0.019417476,0.017801858,Medium,Stable,175,,23,16072222.01,16061.94762
2121,53033001701,17.01,Census Tract 17.01,Greenwood/Phinney Ridge,9.3,2012,2.51,1576,0.016194332,0.015463918,High,Stable,571,,30,9609026.085,17164.45478
2122,53033001600,16,Census Tract 16,North Beach/Blue Ridge,10.1,2012,2.67,1600,0.019083969,0.020408163,High,Stable,143,,11,20575392.71,23147.64598
2123,53033002100,21,Census Tract 21,Wedgwood/View Ridge,7.4,2012,2.9,1140,0.013986014,0.016949153,High,Stable,188,,16,14696796.74,16139.92186
2124,53033003900,39,Census Tract 39,Wedgwood/View Ridge,7.4,2012,1.53,1044,0.013245033,0.012609117,Low,Stable,108,,8,10481334.98,13200.90921
2125,53033007102,71.02,Census Tract 71.02,Queen Anne,12.3,2012,2.66,1727,0.031007752,0.027364664,High,Stable,927,,22,3615500.898,11499.94075
2126,53033006702,67.02,Census Tract 67.02,Queen Anne,12.3,2012,2.78,1895,0.010909091,0.010127932,High,Stable,535,,32,3280147.995,8593.864905
2127,53033005401,54.01,Census Tract 54.01,Fremont,11.1,2012,2.55,1644,0.02,0.019851117,High,Stable,375,,32,7892270.588,19740.10787
2128,53033008004,80.04,Census Tract 80.04,Belltown,13.1,2012,2.5,1910,0.041666667,0.039738704,High,Stable,738,,7,2908326.633,14944.97959
2129,53033008003,80.03,Census Tract 80.03,Belltown,13.1,2012,2.88,1884,0.035971223,0.03573392,High,Stable,402,,7,2122043.711,8720.999421
2130,53033008402,84.02,Census Tract 84.02,Capitol Hill,6.2,2012,2.45,1498,0.020833333,0.019741321,High,Stable,1269,,39,1565507.715,5220.868487
2131,53033007303,73.03,Census Tract 73.03,Cascade/Eastlake,11.3,2012,3.46,2815,0.014662757,0.015878744,High,Stable,386,,3,3374596.393,7984.863522
2132,53033010002,100.02,Census Tract 100.02,North Beacon Hill/Jefferson Park,3.6,2012,1.94,1215,0.015706806,0.01758794,Medium,Stable,419,,19,10204645.64,13732.76539
2133,53033011902,119.02,Census Tract 119.02,Rainier Beach,4.1,2012,0,0,0,0,,,0,,0,16290813.63,28897.59863
2134,53033011802,118.02,Census Tract 118.02,Rainier Beach,4.1,2012,1.29,786,0.015748031,0.011583012,Low,Stable,67,,3,12323056.74,17201.54679
2135,53033004703,47.03,Census Tract 47.03,Ballard,10.4,2012,2.35,1312,0.053811659,0.0521251,Medium,Stable,739,,53,13030918.14,18718.85939
2136,53033001000,10,Census Tract 10,Cedar Park/Meadowbrook,8.3,2012,1.27,966,0.016,0.016842105,Low,Stable,122,,5,10270271.69,13147.0306
2137,53033000403,4.03,Census Tract 4.03,Broadview/Bitter Lake,9.1,2012,1.45,1095,0.021126761,0.024321796,Low,Stable,409,,11,7881185.923,14097.02669
2138,53033003201,32.01,Census Tract 32.01,Sunset Hill/Loyal Heights,10.3,2012,2.46,1583,0.020746888,0.019974227,High,Stable,612,,26,11927788.62,32094.50339
2139,53033004600,46,Census Tract 46,Green Lake,9.4,2012,1.87,1167,0.016304348,0.017436792,Low,Stable,65,,7,27829368.76,25514.224
2140,53033004702,47.02,Census Tract 47.02,Ballard,10.4,2012,2.49,1494,0.020491803,0.019099591,High,Stable,402,,36,2867507.734,6956.449675
2141,53033002700,27,Census Tract 27,Green Lake,9.4,2012,1.57,1147,0.019480519,0.020462633,Low,Stable,284,,23,17058079.28,21942.83528
2142,53033001800,18,Census Tract 18,Licton Springs,9.2,2012,1.71,1203,0.01183432,0.016047297,Low,Stable,608,,59,10182882.27,13946.10003
2143,53033005202,52.02,Census Tract 52.02,Wallingford,11.2,2012,2.32,1346,0.035714286,0.036979969,Medium,Stable,995,,45,2865193.636,7845.303217
2144,53033005303,53.03,Census Tract 53.03,University District,7.2,2012,0,0,0,0,,,0,,0,24349784.49,33904.62137
2145,53033004402,44.02,Census Tract 44.02,University District,7.2,2012,2.38,1194,0.017094017,0.017035775,Medium,Stable,910,,57,3175021.433,7487.979857
2146,53033004401,44.01,Census Tract 44.01,University District,7.2,2012,2.56,1175,0.015873016,0.014680484,Medium,Stable,324,,28,7479571.761,12948.97514
2147,53033005307,53.07,Census Tract 53.07,University District,7.2,2012,2.57,1088,0.015810277,0.015873016,Medium,Stable,345,,18,1399526.48,4758.85069
2148,53033004101,41.01,Census Tract 41.01,Laurelhurst/Sand Point,7.5,2012,1.53,1005,0.013245033,0.013104839,Low,Stable,71,,3,16716852.66,24230.15794
2149,53033005402,54.02,Census Tract 54.02,Fremont,11.1,2012,2.51,1544,0.020325203,0.016458196,High,Stable,545,,40,4993141.865,10063.79785
2150,53033007700,77,Census Tract 77,Central Area/Squire Park,5.3,2012,2.73,1219,0.018656716,0.017529215,Medium,Stable,315,,20,11391208.22,15242.20976
2151,53033007502,75.02,Census Tract 75.02,Capitol Hill,6.2,2012,2.55,1517,0.015936255,0.015394913,High,Stable,967,,56,3400503.555,7403.629293
2152,53033007600,76,Census Tract 76,Miller Park,6.4,2012,2.47,1441,0.020661157,0.019815994,High,Stable,682,,46,6155389.389,9906.368336
2153,53033010200,102,Census Tract 102,Seward Park,4.3,2012,1.27,885,0.016,0.013745704,Low,Stable,76,,4,30129079.21,33439.4694
2154,53033010401,104.01,Census Tract 104.01,Beacon Hill,3.5,2012,0,0,0,0,,,0,,0,17543421.03,17342.9302
2155,53033010402,104.02,Census Tract 104.02,Beacon Hill,3.5,2012,1.39,1060,0.022058824,0.023166023,Low,Stable,71,,5,18759692.89,18925.04301
2156,53033010501,105.01,Census Tract 105.01,West Seattle Junction/Genesee Hill,1.3,2012,2.33,1629,0.021929825,0.02195734,High,Stable,537,,14,7986746.715,12490.0968
2157,53033010102,101.02,Census Tract 101.02,Columbia City,4.2,2012,0,0,0,0,,,0,,0,17314610.04,22274.17077
2158,53033009802,98.02,Census Tract 98.02,West Seattle Junction/Genesee Hill,1.3,2012,2.41,1425,0.016877637,0.015680684,Medium,Stable,200,,18,9927510.523,12982.75493
2159,53033009000,90,Census Tract 90,Judkins Park,5.2,2012,2.23,1507,0.004504505,0.002661344,Medium,Stable,478,,16,9212173.197,14319.10299
2160,53033026400,264,Census Tract 264,South Park,3.1,2012,0,0,0,0,,,0,,0,461382.0486,5763.407674
2161,53033001201,12.01,Census Tract 12.01,Northgate/Maple Leaf,8.1,2013,1.87,1333,0.056497175,0.054588608,Low,Stable,1209,,21,10851861.64,15899.77334
2162,53033000404,4.04,Census Tract 4.04,Broadview/Bitter Lake,9.1,2013,1.62,1310,0.038461538,0.03968254,Low,Stable,515,,8,6791652.724,12962.55841
2163,53033004901,49.01,Census Tract 49.01,Fremont,11.1,2013,2.15,1272,0.028708134,0.026634383,Medium,Stable,991,,108,5350888.215,9379.655767
2164,53033003601,36.01,Census Tract 36.01,Green Lake,9.4,2013,2.46,1409,0.033613445,0.033749083,Medium,Stable,648,,37,7255879.068,11894.28889
2165,53033002800,28,Census Tract 28,Greenwood/Phinney Ridge,9.3,2013,1.87,1174,0.021857923,0.023539669,Low,Stable,326,,33,10637151.82,13201.3113
2166,53033003100,31,Census Tract 31,Sunset Hill/Loyal Heights,10.3,2013,1.56,1073,0.026315789,0.024832856,Low,Stable,112,,15,23137464.05,24704.5678
2167,53033006400,64,Census Tract 64,Miller Park,6.4,2013,1.9,1605,-0.005235602,-0.005576208,Medium,Decline,103,,5,9726351.904,13186.77018
2168,53033004301,43.01,Census Tract 43.01,Ravenna/Bryant,7.3,2013,3.11,2007,0.019672131,0.021894094,High,Stable,69,,8,10539780.57,17192.70375
2169,53033002500,25,Census Tract 25,Ravenna/Bryant,7.3,2013,2.69,2039,0.01509434,0.016450648,High,Stable,64,,3,10594634.3,16442.96859
2170,53033002200,22,Census Tract 22,Wedgwood/View Ridge,7.4,2013,2.45,2083,0.103603604,0.100369783,High,Rise,164,,6,30127208.02,28505.80679
2171,53033004000,40,Census Tract 40,Laurelhurst/Sand Point,7.5,2013,1.52,1031,0.020134228,0.02281746,Low,Stable,69,,3,26374983.68,27560.01384
2172,53033005804,58.04,Census Tract 58.04,Interbay,12.2,2013,2.2,1462,-0.017857143,-0.017473118,Medium,Decline,819,,36,25124062.74,48668.27224
2173,53033006800,68,Census Tract 68,Queen Anne,12.3,2013,3,2001,0.020408163,0.020397756,High,Stable,298,,25,7729250.272,11275.37735
2174,53033008102,81.02,Census Tract 81.02,Downtown Commercial Core,13.2,2013,3.9,3415,0.015625,0.014256014,High,Stable,381,,6,5987812.086,14339.99503
2175,53033008101,81.01,Census Tract 81.01,Downtown Commercial Core,13.2,2013,2.36,2060,0.140096618,0.140642303,High,Significant Rise,885,,5,2992165.479,11427.14676
2176,53033007902,79.02,Census Tract 79.02,Central Area/Squire Park,5.3,2013,2.32,1583,0.054545455,0.05815508,Medium,Stable,644,,16,4641637.8,9715.120877
2177,53033007302,73.02,Census Tract 73.02,Cascade/Eastlake,11.3,2013,3.18,2571,0.015974441,0.017009494,High,Stable,988,,5,3368769.265,7802.426354
2178,53033007101,71.01,Census Tract 71.01,Queen Anne,12.3,2013,2.68,1785,0.030769231,0.032388664,High,Stable,993,,21,5328474.607,9004.947227
2179,53033009300,93,Census Tract 93,Duwamish/SODO,3.3,2013,2.34,1683,-0.025,-0.022648084,High,Decline,432,,12,102171584.8,53946.37345
2180,53033010502,105.02,Census Tract 105.02,West Seattle Junction/Genesee Hill,1.3,2013,2.03,1375,0.015,0.014011799,Medium,Stable,746,,23,10504351.34,14546.13624
2181,53033010001,100.01,Census Tract 100.01,North Beacon Hill/Jefferson Park,3.6,2013,2.18,1388,0,0.003615329,Medium,Stable,248,,17,25052474.61,25628.92453
2182,53033009801,98.01,Census Tract 98.01,West Seattle Junction/Genesee Hill,1.3,2013,2.41,1613,0.021186441,0.018308081,High,Stable,302,,21,10814248.94,13291.54908
2183,53033008900,89,Census Tract 89,Madrona/Leschi,5.1,2013,2.55,1761,0.02,0.022648084,High,Stable,239,,16,13690717.17,19328.7464
2184,53033026300,263,Census Tract 263,Rainier Beach,4.1,2013,0,0,0,0,,,0,,0,30724.63332,954.0480244
2185,53033012000,120,Census Tract 120,Arbor Heights,1.1,2013,0,0,0,0,,,0,,0,15560990.44,16787.97428
2186,53033011101,111.01,Census Tract 111.01,Columbia City,4.2,2013,2.12,1401,-0.009345794,-0.009193777,Medium,Decline,521,,14,12236718.08,15552.07435
2187,53033011001,110.01,Census Tract 110.01,South Beacon Hill/NewHolly,3.4,2013,0,0,0,0,,,0,,0,11629041.07,16287.35531
2188,53033010800,108,Census Tract 108,Riverview,2.3,2013,1.64,1147,0.025,0.025022341,Low,Stable,59,,3,44087445.22,39019.3475
2189,53033000800,8,Census Tract 8,Cedar Park/Meadowbrook,8.3,2013,0,0,0,0,,,0,,0,12290810.02,15312.08746
2190,53033003400,34,Census Tract 34,Greenwood/Phinney Ridge,9.3,2013,1.33,822,0.023076923,0.02366127,Low,Stable,93,,9,8472471.715,12629.32293
2191,53033005306,53.06,Census Tract 53.06,University District,7.2,2013,2.26,1254,0.022624434,0.02200489,Medium,Stable,680,,18,2157906.058,5954.872623
2192,53033004302,43.02,Census Tract 43.02,Ravenna/Bryant,7.3,2013,2.64,1605,0.027237354,0.02818706,High,Stable,1023,,59,3564115.67,7987.274419
2193,53033002400,24,Census Tract 24,Wedgwood/View Ridge,7.4,2013,0,0,0,0,,,0,,0,10359919.78,13151.71252
2194,53033004102,41.02,Census Tract 41.02,Laurelhurst/Sand Point,7.5,2013,2,1420,0.086956522,0.086457536,Medium,Rise,487,Medium,7,17933927.27,23350.80029
2195,53033005600,56,Census Tract 56,Magnolia,12.1,2013,0,0,0,0,,,0,,0,32045056.14,29943.50553
2196,53033006703,67.03,Census Tract 67.03,Queen Anne,12.3,2013,1.75,1357,0.011560694,0.013442868,Low,Stable,608,,35,6427171.884,10846.49304
2197,53033006100,61,Census Tract 61,Montlake/Portage Bay,7.1,2013,2.56,1488,0.011857708,0.013623978,High,Stable,1162,,83,11959193.74,21477.26483
2198,53033005700,57,Census Tract 57,Magnolia,12.1,2013,1.78,1334,0.022988506,0.020657995,Low,Stable,352,,28,53305584.43,44506.56554
2199,53033005901,59.01,Census Tract 59.01,Queen Anne,12.3,2013,2.12,1354,0.04950495,0.047177108,Medium,Stable,389,,29,8449086.719,19075.29242
2200,53033008401,84.01,Census Tract 84.01,Capitol Hill,6.2,2013,2.84,1814,0.04797048,0.044930876,High,Stable,1009,,18,2700766.609,9275.818268
2201,53033008300,83,Census Tract 83,First Hill,6.1,2013,2.33,1573,0.026431718,0.024088542,Medium,Stable,987,,13,2561276.498,8632.134894
2202,53033007501,75.01,Census Tract 75.01,Capitol Hill,6.2,2013,2.55,1464,0.071428571,0.067833698,High,Rise,1688,,83,3210519.937,7219.623642
2203,53033009702,97.02,Census Tract 97.02,West Seattle Junction/Genesee Hill,1.3,2013,2,1291,0.025641026,0.027866242,Medium,Stable,105,,7,23899907.43,28258.76257
2204,53033008800,88,Census Tract 88,Central Area/Squire Park,5.3,2013,2.48,1569,0.020576132,0.021484375,High,Stable,240,,28,10210038.86,13202.52686
2205,53033008500,85,Census Tract 85,First Hill,6.1,2013,2.84,1881,0.025270758,0.023952096,High,Stable,884,,18,4854121.319,9025.581615
2206,53033026500,265,Census Tract 265,Highland Park,2.5,2013,0,0,0,0,,,0,,0,4617675.483,11234.96478
2207,53033011601,116.01,Census Tract 116.01,Fauntleroy/Seaview,1.2,2013,1.27,887,0.024193548,0.025433526,Low,Stable,80,,6,16710842.89,20011.96599
2208,53033011300,113,Census Tract 113,Highland Park,2.5,2013,1.4,1136,0.029411765,0.034608379,Low,Stable,328,,16,37260682.97,27184.16139
2209,53033011500,115,Census Tract 115,Roxhill/Westwood,2.4,2013,1.58,1116,0.060402685,0.057819905,Low,Rise,250,Medium,12,16558652.75,19887.30894
2210,53033010601,106.01,Census Tract 106.01,Fauntleroy/Seaview,1.2,2013,2.01,1230,0.025510204,0.023294509,Low,Stable,381,,25,11724162.32,14458.83704
2211,53033001202,12.02,Census Tract 12.02,Northgate/Maple Leaf,8.1,2013,2.23,1641,0.02764977,0.029485571,Medium,Stable,585,,10,8841145.884,13324.99009
2212,53033000102,1.02,Census Tract 1.02,Cedar Park/Meadowbrook,8.3,2013,1.9,1379,0.055555556,0.055895865,Medium,Stable,643,,15,15446821.48,19552.36233
2213,53033004701,47.01,Census Tract 47.01,Ballard,10.4,2013,2.45,1702,0.051502146,0.053869969,High,Stable,894,,48,6036028.326,13539.04763
2214,53033004500,45,Census Tract 45,Wallingford,11.2,2013,1.99,1740,0.015306122,0.015761821,Medium,Stable,53,,3,7222109.888,11018.30209
2215,53033002900,29,Census Tract 29,Greenwood/Phinney Ridge,9.3,2013,1.86,1332,0.027624309,0.026985351,Low,Stable,248,,24,10614791.11,13366.31967
2216,53033004201,42.01,Census Tract 42.01,Ravenna/Bryant,7.3,2013,1.55,1374,0.019736842,0.023082651,Low,Stable,178,,10,13390664.27,18286.14392
2217,53033007403,74.03,Census Tract 74.03,Capitol Hill,6.2,2013,2.47,1466,0.029166667,0.027330063,Medium,Stable,1344,,50,1276089.069,5227.495287
2218,53033007002,70.02,Census Tract 70.02,Queen Anne,12.3,2013,2.34,1514,0.030837004,0.029931973,Medium,Stable,1539,,73,4746869.846,9490.799057
2219,53033005803,58.03,Census Tract 58.03,Interbay,12.2,2013,1.62,1169,0.025316456,0.025438596,Low,Stable,372,,31,8956173.425,17129.19881
2220,53033005902,59.02,Census Tract 59.02,Queen Anne,12.3,2013,1.73,1333,0.035928144,0.04140625,Low,Stable,103,,10,11010649.89,15184.22057
2221,53033004902,49.02,Census Tract 49.02,Fremont,11.1,2013,2.48,1446,0.029045643,0.026988636,Medium,Stable,847,,62,6448262.34,10801.73149
2222,53033005801,58.01,Census Tract 58.01,Interbay,12.2,2013,1.7,1492,0.049382716,0.048489108,Medium,Stable,1034,,42,19618424.24,25500.01395
2223,53033007406,74.06,Census Tract 74.06,Capitol Hill,6.2,2013,2.39,1247,0.034632035,0.035714286,Medium,Stable,1078,,41,1623443.827,6764.477241
2224,53033007405,74.05,Census Tract 74.05,Capitol Hill,6.2,2013,2.39,1306,0.034632035,0.034865293,Medium,Stable,1307,,47,1418974.042,5012.79869
2225,53033009701,97.01,Census Tract 97.01,Alki/Admiral,1.4,2013,1.75,1463,0.035502959,0.03319209,Medium,Stable,395,,35,19291172.12,29764.00034
2226,53033009600,96,Census Tract 96,Alki/Admiral,1.4,2013,1.75,1415,0.047904192,0.048148148,Low,Stable,443,,33,19741501.65,20745.406
2227,53033008700,87,Census Tract 87,Central Area/Squire Park,5.3,2013,2.24,1295,0.027522936,0.028594122,Medium,Stable,479,,38,7883013.17,11432.38421
2228,53033011402,114.02,Census Tract 114.02,Roxhill/Westwood,2.4,2013,1.91,1146,0.02688172,0.024128686,Low,Stable,405,,23,12779277.86,17351.05501
2229,53033011200,112,Census Tract 112,South Park,3.1,2013,1.12,679,0.027522936,0.02413273,Low,Stable,175,,15,26463890.03,27002.33758
2230,53033010900,109,Census Tract 109,Georgetown,3.2,2013,2.13,1066,0.028985507,0.029951691,Low,Stable,110,,11,51677122.71,44978.75384
2231,53033011002,110.02,Census Tract 110.02,South Beacon Hill/NewHolly,3.4,2013,0,0,0,0,,,0,,0,18508908.46,22511.12676
2232,53033011102,111.02,Census Tract 111.02,Seward Park,4.3,2013,1.29,891,0.066115702,0.063245823,Low,Rise,450,Medium,22,13970026.69,20411.17006
2233,53033010702,107.02,Census Tract 107.02,High Point,2.2,2013,0,0,0,0,,,0,,0,8396926.793,14935.93024
2234,53033001100,11,Census Tract 11,Olympic Hills/Victory Heights,8.2,2013,1.23,932,0.088495575,0.084982538,Low,Rise,188,Medium,11,11416399.59,14159.12735
2235,53033000700,7,Census Tract 7,Olympic Hills/Victory Heights,8.2,2013,1.61,1147,0.025477707,0.025939177,Low,Stable,803,,53,13932242.39,16134.02991
2236,53033000202,2.02,Census Tract 2.02,Olympic Hills/Victory Heights,8.2,2013,1.44,1151,0.074626866,0.07369403,Low,Rise,182,Medium,5,15930118.49,17285.82737
2237,53033000101,1.01,Census Tract 1.01,Cedar Park/Meadowbrook,8.3,2013,1.53,1091,0.047945205,0.045019157,Low,Stable,1032,,34,4465058.881,8662.074215
2238,53033003301,33.01,Census Tract 33.01,Whittier Heights,10.2,2013,2.15,1295,-0.00462963,-0.002311248,Medium,Decline,624,,58,7202858.493,11177.18133
2239,53033003602,36.02,Census Tract 36.02,Green Lake,9.4,2013,2.5,1452,0.020408163,0.019662921,Medium,Stable,643,,43,5621886.085,11471.09438
2240,53033001900,19,Census Tract 19,Northgate/Maple Leaf,8.1,2013,2.34,1720,0.164179104,0.157469717,High,Significant Rise,516,,9,17945171.52,18948.48127
2241,53033001702,17.02,Census Tract 17.02,Greenwood/Phinney Ridge,9.3,2013,0,0,0,0,,,0,,0,13779275.76,17476.40751
2242,53033006500,65,Census Tract 65,North Capitol Hill,6.3,2013,2.27,1500,0.041284404,0.040221914,Medium,Stable,999,,74,12352257.76,17921.50133
2243,53033006200,62,Census Tract 62,Montlake/Portage Bay,7.1,2013,0,0,0,0,,,0,,0,24610619.74,40010.59926
2244,53033005305,53.05,Census Tract 53.05,University District,7.2,2013,2.46,1185,0.025,0.022433132,Medium,Stable,1166,,45,2292236.616,6048.609222
2245,53033002600,26,Census Tract 26,Ravenna/Bryant,7.3,2013,2.45,1522,0.025104603,0.023537323,High,Stable,191,,5,13398040.18,15933.9379
2246,53033002000,20,Census Tract 20,Northgate/Maple Leaf,8.1,2013,1.7,1275,0.0625,0.0625,Low,Rise,206,Medium,9,12183878.82,15509.54571
2247,53033006300,63,Census Tract 63,Madison Park,6.5,2013,1.9,1446,0.032608696,0.032119914,Medium,Stable,578,,20,27750333.4,36285.84892
2248,53033006600,66,Census Tract 66,Cascade/Eastlake,11.3,2013,2.3,1530,0.050228311,0.049382716,Medium,Stable,1467,,81,11110296.85,21995.1063
2249,53033006900,69,Census Tract 69,Queen Anne,12.3,2013,2.07,1362,0.106951872,0.102834008,Medium,Rise,468,Medium,34,9742176.65,15666.54395
2250,53033006000,60,Census Tract 60,Queen Anne,12.3,2013,2.29,1688,0.022321429,0.021173624,High,Stable,765,,57,14158764.71,19123.03263
2251,53033005201,52.01,Census Tract 52.01,Wallingford,11.2,2013,2.73,1258,0.026315789,0.025264874,Medium,Stable,320,,20,7536632.481,14175.92406
2252,53033005000,50,Census Tract 50,Wallingford,11.2,2013,2.36,1484,0.017241379,0.019931271,Medium,Stable,1026,,65,8151942.295,11560.14801
2253,53033008600,86,Census Tract 86,First Hill,6.1,2013,2.64,1438,0.03125,0.031563845,High,Stable,1300,,47,7656616.626,11640.72061
2254,53033008002,80.02,Census Tract 80.02,Belltown,13.1,2013,3.01,2145,0.016891892,0.016106111,High,Stable,1131,,14,2522029.808,7998.382466
2255,53033007901,79.01,Census Tract 79.01,Central Area/Squire Park,5.3,2013,2.29,1466,0.02690583,0.027330063,Medium,Stable,913,,46,2876299.502,7879.404339
2256,53033007202,72.02,Census Tract 72.02,Cascade/Eastlake,11.3,2013,2.97,2193,0.03125,0.032485876,High,Stable,1401,,12,3020075.663,7591.701883
2257,53033007301,73.01,Census Tract 73.01,Cascade/Eastlake,11.3,2013,2.63,1849,0.023346304,0.023242944,High,Stable,1029,,11,2699344.108,7422.610693
2258,53033010302,103.02,Census Tract 103.02,Columbia City,4.2,2013,2.42,1696,0.025423729,0.026013309,High,Stable,383,,18,6804418.751,11267.2532
2259,53033009100,91,Census Tract 91,Pioneer Square/International District,13.3,2013,2.57,1634,0.028,0.02638191,High,Stable,912,,14,4419685.266,10608.38541
2260,53033009200,92,Census Tract 92,Pioneer Square/International District,13.3,2013,2.59,1537,0.019685039,0.021941489,High,Stable,321,,10,3456088.55,12687.12119
2261,53033011700,117,Census Tract 117,South Beacon Hill/NewHolly,3.4,2013,0,0,0,0,,,0,,0,37826036.26,29439.62674
2262,53033000500,5,Census Tract 5,Broadview/Bitter Lake,9.1,2013,0,0,0,0,,,0,,0,30294741.05,27094.56678
2263,53033000601,6.01,Census Tract 6.01,Haller Lake,9.5,2013,1.48,1045,0.04964539,0.048144433,Low,Stable,610,,17,15404952.58,20078.95648
2264,53033003500,35,Census Tract 35,Greenwood/Phinney Ridge,9.3,2013,2.3,1156,0.022222222,0.023914969,Medium,Stable,259,,21,13828061.67,16634.34896
2265,53033001500,15,Census Tract 15,North Beach/Blue Ridge,10.1,2013,0.9,1041,0.022727273,0.024606299,Low,Stable,59,,4,12300447.06,13960.37955
2266,53033001400,14,Census Tract 14,North Beach/Blue Ridge,10.1,2013,1.59,1279,0.06,0.054410552,Low,Stable,433,,21,23073388.66,30536.33745
2267,53033001300,13,Census Tract 13,Licton Springs,9.2,2013,1.67,1041,0.037267081,0.034791252,Low,Stable,897,,73,12710036.99,14881.08705
2268,53033003800,38,Census Tract 38,Ravenna/Bryant,7.3,2013,2.81,1438,0.025547445,0.024216524,High,Stable,159,,6,6722791.394,10392.53155
2269,53033007001,70.01,Census Tract 70.01,Queen Anne,12.3,2013,2.16,1285,0.028571429,0.028,Medium,Stable,1377,,50,3856290.05,9530.302569
